AID,Sex,MinAge,SurveyDate,avg TOO_TOHcm,avg TOH_NIcm,avg NI_FBHcm,TH,VTB_Umb,age_class_mid_mo,age_months_initial,age_months,VTB_Umb_Flag,age_at_first_months
1.0,M,A,2012-01-25,18.3,215.8,,,0.0,60.0,60.0,60.0,Umb=0,60.0
1.0,M,A,2014-06-04,19.0,203.5,,,0.0,60.0,60.0,88.32236842105263,Umb=0,60.0
1.0,M,A,2014-09-20,17.9,227.0,,,0.0,60.0,60.0,91.875,Umb=0,60.0
1.0,M,A,2015-02-06,21.4,196.3,,,0.0,60.0,60.0,96.44736842105263,Umb=0,60.0
2.0,,,2012-02-07,22.9,142.9,,,0.0,,,,Umb=0,
3.0,M,A,2012-05-20,19.2,198.3,,,0.0,60.0,60.0,60.0,Umb=0,60.0
3.0,M,A,2012-06-15,13.7,192.4,,,0.0,60.0,60.0,60.85526315789474,Umb=0,60.0
3.0,M,A,2013-01-21,16.3,211.0,,,0.0,60.0,60.0,68.09210526315789,Umb=0,60.0
3.0,M,A,2015-09-14,17.5,204.3,,,0.0,60.0,60.0,99.86842105263159,Umb=0,60.0
3.0,M,A,2015-10-27,19.5,207.7,,,0.0,60.0,60.0,101.28289473684211,Umb=0,60.0
4.0,M,A,2012-01-25,18.6,214.2,,,0.0,60.0,60.0,60.0,Umb=0,60.0
4.0,M,A,2013-05-18,19.7,213.5,,,0.0,60.0,60.0,75.75657894736842,Umb=0,60.0
4.0,M,A,2016-05-14,22.1,246.2,,,0.0,60.0,60.0,111.67763157894737,Umb=0,60.0
5.0,M,A,2013-01-21,17.5,197.5,,,0.0,60.0,60.0,60.0,Umb=0,60.0
5.0,M,A,2014-05-19,63.2,210.6,,,0.0,60.0,60.0,75.88815789473685,Umb=0,60.0
5.0,M,A,2018-06-06,14.9,211.6,,,0.0,60.0,60.0,124.53947368421053,Umb=0,60.0
6.0,M,A,2012-01-25,21.2,204.8,,,0.0,60.0,60.0,67.08929128485192,Umb=0,67.08929128485192
6.0,M,A,2012-02-07,21.3,222.64999999999998,,,0.0,60.0,60.0,67.5169228637993,Umb=0,67.08929128485192
6.0,M,A,2013-10-05,16.6,218.0,258.6,493.20000000000005,0.0,60.0,60.0,87.45113339011507,Umb=0,67.08929128485192
6.0,M,A,2014-02-09,17.0,168.15,,,0.0,60.0,60.0,91.62876496906244,Umb=0,67.08929128485192
6.0,M,A,2014-05-19,18.8,204.5,,,0.0,60.0,60.0,94.88534391643087,Umb=0,67.08929128485192
6.0,M,A,2015-01-19,20.25,218.25,,,0.0,60.0,60.0,102.94455444274666,Umb=0,67.08929128485192
6.0,M,A,2015-09-14,18.4,179.1,,,0.0,60.0,60.0,110.77350181116772,Umb=0,67.08929128485192
6.0,M,A,2016-06-12,19.7,200.5,,,0.0,60.0,60.0,119.72087023222035,Umb=0,67.08929128485192
8.0,M,A,2012-02-07,18.05,171.25,,,0.0,60.0,60.0,33.054834414122254,Umb=0,33.054834414122254
8.0,M,A,2012-06-15,22.2,132.8,,,0.0,60.0,60.0,37.29825546675383,Umb=0,33.054834414122254
8.0,M,A,2013-05-18,28.4,187.5,,,0.0,60.0,60.0,48.38378178254331,Umb=0,33.054834414122254
8.0,M,A,2014-01-19,16.6,181.4,,,0.0,60.0,60.0,56.4758870457012,Umb=0,33.054834414122254
8.0,M,A,2014-06-04,20.5,201.39999999999998,,,0.0,60.0,60.0,60.949571256227514,Umb=0,33.054834414122254
8.0,M,A,2016-01-21,18.3,227.95,,,0.0,60.0,60.0,80.55483441412225,Umb=0,33.054834414122254
8.0,M,A,2016-05-14,19.2,208.4,,,0.0,60.0,60.0,84.30483441412225,Umb=0,33.054834414122254
9.0,M,A,2012-02-07,21.1,182.8,,,0.0,60.0,60.0,47.222587860941836,Umb=0,47.222587860941836
9.0,M,A,2013-06-05,19.5,198.0,,,0.0,60.0,60.0,63.14364049252079,Umb=0,47.222587860941836
9.0,M,A,2013-09-22,17.7,186.3,,,0.0,60.0,60.0,66.72916680831025,Umb=0,47.222587860941836
9.0,M,A,2014-01-19,16.6,197.2,,,0.0,60.0,60.0,70.64364049252079,Umb=0,47.222587860941836
9.0,M,A,2014-02-09,30.8,191.8,,,0.0,60.0,60.0,71.334429966205,Umb=0,47.222587860941836
9.0,M,A,2014-09-20,17.7,200.1,,,0.0,60.0,60.0,78.66995628199447,Umb=0,47.222587860941836
9.0,M,A,2015-01-19,20.1,193.9,,,0.0,60.0,60.0,82.65021943988921,Umb=0,47.222587860941836
9.0,M,A,2018-02-03,17.7,190.4,,,0.0,60.0,60.0,119.19627207146814,Umb=0,47.222587860941836
9.0,M,A,2018-06-06,15.6,203.4,,,0.0,60.0,60.0,123.2423247030471,Umb=0,47.222587860941836
10.0,M,A,2012-10-09,17.7,204.4,,,0.0,60.0,60.0,60.0,Umb=0,60.0
10.0,M,A,2014-06-04,13.4,224.0,,,0.0,60.0,60.0,79.83552631578948,Umb=0,60.0
10.0,M,A,2016-05-14,17.9,170.8,,,0.0,60.0,60.0,103.19078947368422,Umb=0,60.0
10.0,M,A,2016-10-04,18.3,214.53333333333333,250.95,476.85,0.0,60.0,60.0,107.89473684210526,Umb=0,60.0
11.0,M,A,2012-02-07,19.1,180.5,,,0.0,60.0,60.0,41.97363177885279,Umb=0,41.97363177885279
11.0,M,A,2012-05-20,18.95,170.0,,,0.0,60.0,60.0,45.361789673589634,Umb=0,41.97363177885279
11.0,M,A,2012-06-15,24.8,188.5,,,0.0,60.0,60.0,46.21705283148437,Umb=0,41.97363177885279
11.0,M,A,2013-10-05,18.1,186.3,,,0.0,60.0,60.0,61.907842305168586,Umb=0,41.97363177885279
11.0,M,A,2015-01-19,17.1,174.6,,,0.0,60.0,60.0,77.40126335780016,Umb=0,41.97363177885279
11.0,M,A,2015-06-03,18.7,194.5,,,0.0,60.0,60.0,81.84205283148438,Umb=0,41.97363177885279
11.0,M,A,2016-02-04,19.8,201.8,,,0.0,60.0,60.0,89.93415809464227,Umb=0,41.97363177885279
11.0,M,A,2017-01-22,20.2,209.9,,,0.0,60.0,60.0,101.54600019990542,Umb=0,41.97363177885279
11.0,M,A,2017-02-11,16.6,207.3,,,0.0,60.0,60.0,102.20389493674753,Umb=0,41.97363177885279
12.0,F,A,2012-02-07,11.2,173.3,,,0.0,60.0,60.0,63.381978197249936,Umb=0,63.381978197249936
12.0,F,A,2012-05-20,14.75,178.15,,,0.0,60.0,60.0,66.77013609198679,Umb=0,63.381978197249936
12.0,F,A,2012-10-09,11.5,189.0,,,0.0,60.0,60.0,71.44118872356573,Umb=0,63.381978197249936
12.0,F,A,2013-09-22,15.1,183.0,211.7,409.79999999999995,0.0,60.0,60.0,82.88855714461836,Umb=0,63.381978197249936
12.0,F,A,2014-02-09,14.2,183.7,,,0.0,60.0,60.0,87.49382030251309,Umb=0,63.381978197249936
12.0,F,A,2015-06-03,14.5,159.60000000000002,,,0.0,60.0,60.0,103.25039924988153,Umb=0,63.381978197249936
12.0,F,A,2016-05-14,15.3,189.3,,,0.0,60.0,60.0,114.63197819724994,Umb=0,63.381978197249936
12.0,F,A,2017-01-22,14.9,192.1,,,0.0,60.0,60.0,122.95434661830257,Umb=0,63.381978197249936
12.0,F,A,2018-06-06,11.0,187.1,,,0.0,60.0,60.0,139.4017150393552,Umb=0,63.381978197249936
13.0,M,A,2012-02-07,16.7,202.4,,,0.0,60.0,60.0,60.0,Umb=0,60.0
13.0,M,A,2013-06-05,18.9,215.4,,,0.0,60.0,60.0,75.92105263157895,Umb=0,60.0
13.0,M,A,2014-02-09,18.8,220.4,,,0.0,60.0,60.0,84.11184210526315,Umb=0,60.0
13.0,M,A,2015-01-19,20.2,229.4,,,0.0,60.0,60.0,95.42763157894737,Umb=0,60.0
13.0,M,A,2015-02-06,16.5,196.0,,,0.0,60.0,60.0,96.01973684210526,Umb=0,60.0
14.0,F,A,2012-02-07,49.0,203.6,,,0.0,60.0,60.0,73.30568935389248,Umb=0,73.30568935389248
14.0,F,A,2012-05-20,16.8,232.5,,,0.0,60.0,60.0,76.69384724862931,Umb=0,73.30568935389248
14.0,F,A,2014-01-19,12.533333333333333,182.0,,,0.0,60.0,60.0,96.72674198547142,Umb=0,73.30568935389248
14.0,F,A,2014-05-19,15.1,192.3,,,0.0,60.0,60.0,100.67411040652405,Umb=0,73.30568935389248
14.0,F,A,2015-02-06,12.2,180.6,,,0.0,60.0,60.0,109.32542619599775,Umb=0,73.30568935389248
14.0,F,A,2015-06-03,21.35,145.4,,,0.0,60.0,60.0,113.17411040652405,Umb=0,73.30568935389248
14.0,F,A,2016-01-21,9.6,147.4,,,0.0,60.0,60.0,120.80568935389248,Umb=0,73.30568935389248
14.0,F,A,2016-10-04,11.9,166.6,191.5,370.0,0.0,60.0,60.0,129.25963672231353,Umb=0,73.30568935389248
15.0,M,A,2012-05-20,19.2,168.1,,,0.0,60.0,60.0,44.39232942657053,Umb=0,44.39232942657053
15.0,M,A,2013-02-05,25.7,187.8,,,0.0,60.0,60.0,52.97785574236,Umb=0,44.39232942657053
15.0,M,A,2014-01-19,22.2,178.8,,,0.0,60.0,60.0,64.42522416341264,Umb=0,44.39232942657053
15.0,M,A,2015-06-03,22.5,201.0,,,0.0,60.0,60.0,80.87259258446527,Umb=0,44.39232942657053
15.0,M,A,2016-05-14,19.4,221.7,,,0.0,60.0,60.0,92.25417153183369,Umb=0,44.39232942657053
15.0,M,A,2017-05-26,23.0,213.2,,,0.0,60.0,60.0,104.65548732130736,Umb=0,44.39232942657053
15.0,M,A,2017-06-04,17.9,208.7,,,0.0,60.0,60.0,104.95153995288632,Umb=0,44.39232942657053
15.0,M,A,2018-01-24,24.3,212.3,,,0.0,60.0,60.0,112.64890837393895,Umb=0,44.39232942657053
16.0,M,A,2012-09-24,19.6,184.2,,,0.0,60.0,60.0,43.88367213557036,Umb=0,43.88367213557036
16.0,M,A,2013-05-18,17.5,188.3,,,0.0,60.0,60.0,51.6468300303072,Umb=0,43.88367213557036
16.0,M,A,2013-06-05,15.9,152.9,,,0.0,60.0,60.0,52.2389352934651,Umb=0,43.88367213557036
16.0,M,A,2014-10-04,18.1,214.9,,,0.0,60.0,60.0,68.22577739872825,Umb=0,43.88367213557036
16.0,M,A,2015-01-19,18.75,172.6,,,0.0,60.0,60.0,71.74551424083351,Umb=0,43.88367213557036
16.0,M,A,2015-05-21,16.3,203.3,,,0.0,60.0,60.0,75.75867213557035,Umb=0,43.88367213557036
16.0,M,A,2018-10-02,19.3,265.5,277.6,562.4000000000001,0.0,60.0,60.0,116.21919845135983,Umb=0,43.88367213557036
17.0,F,A,2012-02-07,13.7,169.55,,,0.0,60.0,60.0,60.0,Umb=0,60.0
17.0,F,A,2013-05-18,15.3,172.2,,,0.0,60.0,60.0,75.32894736842105,Umb=0,60.0
17.0,F,A,2013-06-05,17.5,159.5,,,0.0,60.0,60.0,75.92105263157895,Umb=0,60.0
17.0,F,A,2014-02-09,11.3,182.3,,,0.0,60.0,60.0,84.11184210526315,Umb=0,60.0
17.0,F,A,2016-05-14,12.3,179.9,,,0.0,60.0,60.0,111.25,Umb=0,60.0
18.0,F,A,2012-01-25,12.4,170.6,,,0.0,60.0,60.0,57.03495799901267,Umb=0,57.03495799901267
18.0,F,A,2013-05-18,12.7,180.8,,,0.0,60.0,60.0,72.79153694638109,Umb=0,57.03495799901267
18.0,F,A,2013-06-05,10.9,171.9,,,0.0,60.0,60.0,73.38364220953898,Umb=0,57.03495799901267
18.0,F,A,2015-01-19,12.9,168.3,,,0.0,60.0,60.0,92.89022115690742,Umb=0,57.03495799901267
18.0,F,A,2015-02-06,11.9,177.8,,,0.0,60.0,60.0,93.4823264200653,Umb=0,57.03495799901267
18.0,F,A,2015-05-21,12.5,177.3,,,0.0,60.0,60.0,96.90337905164425,Umb=0,57.03495799901267
18.0,F,A,2015-10-27,11.5,165.7,198.0,375.2,0.0,60.0,60.0,102.13364220953898,Umb=0,57.03495799901267
18.0,F,A,2017-01-22,13.9,185.0,,,0.0,60.0,60.0,117.03495799901268,Umb=0,57.03495799901267
19.0,F,A,2012-10-09,10.5,96.1,203.2,309.79999999999995,0.0,60.0,60.0,16.68194812591991,Umb=0,16.68194812591991
19.0,F,A,2013-01-21,15.5,160.3,,,0.0,60.0,60.0,20.103000757498858,Umb=0,16.68194812591991
19.0,F,A,2013-02-05,13.1,156.6,,,0.0,60.0,60.0,20.596421810130437,Umb=0,16.68194812591991
19.0,F,A,2013-06-05,15.95,154.95,,,0.0,60.0,60.0,24.543790231183067,Umb=0,16.68194812591991
19.0,F,A,2014-05-19,15.2,170.1,,,0.0,60.0,60.0,35.9911586522357,Umb=0,16.68194812591991
19.0,F,A,2015-10-27,13.1,160.7,234.9,408.7,0.0,60.0,60.0,53.29379023118307,Umb=0,16.68194812591991
19.0,F,A,2016-01-21,23.1,166.5,,,0.0,60.0,60.0,56.12273759960412,Umb=0,16.68194812591991
19.0,F,A,2016-06-12,12.8,166.8,,,0.0,60.0,60.0,60.82668496802518,Umb=0,16.68194812591991
19.0,F,A,2016-10-04,14.3,175.5,232.8,422.6,0.0,60.0,60.0,64.57668496802518,Umb=0,16.68194812591991
19.0,F,A,2018-10-02,12.1,159.7,,,0.0,60.0,60.0,88.5240533890778,Umb=0,16.68194812591991
20.0,F,A,2012-01-25,10.9,182.3,,,0.0,60.0,60.0,59.80061907817864,Umb=0,59.80061907817864
20.0,F,A,2012-05-20,14.1,183.2,,,0.0,60.0,60.0,63.616408551862854,Umb=0,59.80061907817864
20.0,F,A,2012-06-15,12.5,179.2,,,0.0,60.0,60.0,64.47167170975759,Umb=0,59.80061907817864
20.0,F,A,2012-10-09,9.5,185.9,,,0.0,60.0,60.0,68.28746118344179,Umb=0,59.80061907817864
20.0,F,A,2013-05-18,12.6,131.4,,,0.0,60.0,60.0,75.55719802554707,Umb=0,59.80061907817864
20.0,F,A,2015-02-06,10.35,163.85000000000002,,,0.0,60.0,60.0,96.24798749923127,Umb=0,59.80061907817864
21.0,F,A,2012-02-07,14.4,157.5,211.6,383.5,0.0,60.0,60.0,42.76888986184769,Umb=0,42.76888986184769
21.0,F,A,2012-10-09,15.8,184.5,231.0,431.3,0.0,60.0,60.0,50.82810038816348,Umb=0,42.76888986184769
21.0,F,A,2014-09-20,11.9,179.8,,,0.0,60.0,60.0,74.21625828290033,Umb=0,42.76888986184769
21.0,F,A,2014-10-04,12.6,179.75,,,0.0,60.0,60.0,74.67678459868979,Umb=0,42.76888986184769
21.0,F,A,2015-06-03,13.0,185.4,,,0.0,60.0,60.0,82.63731091447927,Umb=0,42.76888986184769
21.0,F,A,2015-10-27,15.3,183.5,210.7,409.5,0.0,60.0,60.0,87.43994249342664,Umb=0,42.76888986184769
21.0,F,A,2016-06-12,23.4,180.64999999999998,,,0.0,60.0,60.0,94.97283723026874,Umb=0,42.76888986184769
22.0,F,A,2012-02-07,10.4,162.2,,,0.0,60.0,60.0,60.0,Umb=0,60.0
22.0,F,A,2012-10-09,15.0,183.6,,,0.0,60.0,60.0,68.0592105263158,Umb=0,60.0
22.0,F,A,2014-09-20,12.4,179.7,,,0.0,60.0,60.0,91.44736842105263,Umb=0,60.0
23.0,F,A,2012-02-07,17.2,181.4,212.0,410.6,0.0,60.0,60.0,59.26734377888659,Umb=0,59.26734377888659
23.0,F,A,2012-10-09,14.0,181.7,,,0.0,60.0,60.0,67.32655430520238,Umb=0,59.26734377888659
23.0,F,A,2013-09-22,15.1,234.2,218.8,468.1,0.0,60.0,60.0,78.77392272625501,Umb=0,59.26734377888659
23.0,F,A,2014-01-19,16.15,186.64999999999998,,,0.0,60.0,60.0,82.68839641046554,Umb=0,59.26734377888659
24.0,M,A,2012-01-25,20.9,173.1,,,0.0,60.0,60.0,60.0,Umb=0,60.0
24.0,M,A,2012-02-07,18.1,180.8,,,0.0,60.0,60.0,60.42763157894737,Umb=0,60.0
24.0,M,A,2012-05-20,20.033333333333335,171.9,,,0.0,60.0,60.0,63.81578947368421,Umb=0,60.0
24.0,M,A,2013-06-05,18.299999999999997,182.75,,,0.0,60.0,60.0,76.34868421052632,Umb=0,60.0
24.0,M,A,2014-02-09,33.65,188.39999999999998,,,0.0,60.0,60.0,84.53947368421052,Umb=0,60.0
25.0,F,A,2012-01-25,11.9,160.8,,,0.0,60.0,60.0,60.0,Umb=0,60.0
25.0,F,A,2012-05-20,16.9,125.7,,,0.0,60.0,60.0,63.81578947368421,Umb=0,60.0
25.0,F,A,2014-05-19,67.1,172.9,,,0.0,60.0,60.0,87.79605263157895,Umb=0,60.0
25.0,F,A,2017-05-26,17.1,202.0,,,0.0,60.0,60.0,124.07894736842105,Umb=0,60.0
25.0,F,A,2018-09-25,13.9,157.7,,,0.0,60.0,60.0,140.0986842105263,Umb=0,60.0
26.0,M,A,2012-10-09,19.1,207.4,,,0.0,60.0,60.0,60.0,Umb=0,60.0
26.0,M,A,2013-02-05,,191.6,,,0.0,60.0,60.0,63.91447368421053,Umb=0,60.0
26.0,M,A,2017-01-22,14.7,201.2,,,0.0,60.0,60.0,111.51315789473685,Umb=0,60.0
26.0,M,A,2017-10-05,,,,,0.0,60.0,60.0,119.9342105263158,Umb=0,60.0
27.0,M,A,2012-02-07,19.1,230.7,,,0.0,60.0,60.0,84.6081877124626,Umb=0,84.6081877124626
27.0,M,A,2012-09-24,16.95,217.8,,,0.0,60.0,60.0,92.1739771861468,Umb=0,84.6081877124626
27.0,M,A,2012-10-09,17.0,217.9,,,0.0,60.0,60.0,92.66739823877839,Umb=0,84.6081877124626
27.0,M,A,2013-02-05,15.8,228.6,,,0.0,60.0,60.0,96.58187192298891,Umb=0,84.6081877124626
27.0,M,A,2013-05-18,19.2,230.2,,,0.0,60.0,60.0,99.93713508088365,Umb=0,84.6081877124626
27.0,M,A,2014-02-09,19.8,234.2,251.7,505.7,0.0,60.0,60.0,108.72002981772576,Umb=0,84.6081877124626
27.0,M,A,2015-06-03,20.8,226.14999999999998,,,0.0,60.0,60.0,124.47660876509417,Umb=0,84.6081877124626
28.0,M,A,2012-02-07,19.5,150.9,,,0.0,60.0,60.0,60.0,Umb=0,60.0
29.0,F,A,2013-01-21,12.5,191.2,,,0.0,60.0,60.0,63.890759203699,Umb=0,63.890759203699
29.0,F,A,2013-06-05,12.15,170.45,,,0.0,60.0,60.0,68.33154867738321,Umb=0,63.890759203699
29.0,F,A,2014-06-04,8.4,170.2,,,0.0,60.0,60.0,80.30523288790953,Umb=0,63.890759203699
29.0,F,A,2015-01-19,13.0,186.4,,,0.0,60.0,60.0,87.83812762475164,Umb=0,63.890759203699
29.0,F,A,2017-01-22,10.8,200.1,201.6,412.5,0.0,60.0,60.0,111.9828644668569,Umb=0,63.890759203699
29.0,F,A,2017-06-04,,185.8,,,0.0,60.0,60.0,116.3578644668569,Umb=0,63.890759203699
30.0,M,C,2012-02-07,11.2,83.8,,,0.0,1.0,1.0,1.0,Umb=0,1.0
30.0,M,C,2013-02-05,34.9,123.55000000000001,,,0.0,1.0,1.0,12.973684210526317,Umb=0,1.0
30.0,M,C,2013-05-18,12.5,117.35,,,0.0,1.0,1.0,16.328947368421055,Umb=0,1.0
30.0,M,C,2013-06-05,13.2,142.1,,,0.0,1.0,1.0,16.92105263157895,Umb=0,1.0
30.0,M,C,2013-10-05,16.5,114.4,,,0.0,1.0,1.0,20.93421052631579,Umb=0,1.0
30.0,M,C,2015-09-14,16.0,169.6,,,0.0,1.0,1.0,44.256578947368425,Umb=0,1.0
30.0,M,C,2018-10-02,21.1,192.0,,,0.0,1.0,1.0,80.90131578947368,Umb=0,1.0
31.0,M,SA,2013-02-05,20.1,125.1,,,0.0,10.5,10.5,5.1126890023395815,Umb=0,5.1126890023395815
31.0,M,SA,2014-05-19,18.1,126.1,,,0.0,10.5,10.5,20.507425844444846,Umb=0,5.1126890023395815
31.0,M,SA,2014-09-20,13.5,155.4,,,0.0,10.5,10.5,24.586373212865897,Umb=0,5.1126890023395815
31.0,M,SA,2015-02-06,21.6,166.1,,,0.0,10.5,10.5,29.15874163391853,Umb=0,5.1126890023395815
31.0,M,SA,2015-09-14,15.1,190.3,,,0.0,10.5,10.5,36.39558373918169,Umb=0,5.1126890023395815
31.0,M,SA,2016-01-21,20.799999999999997,151.45,,,0.0,10.5,10.5,40.639004791813264,Umb=0,5.1126890023395815
31.0,M,SA,2016-05-14,19.7,187.4,,,0.0,10.5,10.5,44.389004791813264,Umb=0,5.1126890023395815
31.0,M,SA,2018-01-24,19.1,181.1,,,0.0,10.5,10.5,64.78374163391854,Umb=0,5.1126890023395815
31.0,M,SA,2018-05-22,22.7,204.1,,,0.0,10.5,10.5,68.66532058128695,Umb=0,5.1126890023395815
32.0,F,A,2012-02-07,36.45,205.25,,,0.0,60.0,60.0,71.55159131029538,Umb=0,71.55159131029538
32.0,F,A,2013-01-21,13.1,200.7,,,0.0,60.0,60.0,83.03185446819012,Umb=0,71.55159131029538
32.0,F,A,2013-06-05,79.0,188.8,,,0.0,60.0,60.0,87.47264394187432,Umb=0,71.55159131029538
32.0,F,A,2014-09-20,13.3,199.0,,,0.0,60.0,60.0,102.99895973134801,Umb=0,71.55159131029538
32.0,F,A,2015-05-21,13.7,190.64999999999998,,,0.0,60.0,60.0,110.9923807839796,Umb=0,71.55159131029538
32.0,F,A,2016-05-14,22.7,182.85000000000002,,,0.0,60.0,60.0,122.80159131029538,Umb=0,71.55159131029538
32.0,F,A,2017-02-11,14.2,197.9,210.9,423.0,0.0,60.0,60.0,131.78185446819012,Umb=0,71.55159131029538
32.0,F,A,2018-06-06,24.8,193.2,,,0.0,60.0,60.0,147.57132815240064,Umb=0,71.55159131029538
33.0,M,A,2012-01-25,48.65,216.1,,,0.0,60.0,60.0,60.0,Umb=0,60.0
33.0,M,A,2012-02-07,14.0,190.5,,,0.0,60.0,60.0,60.42763157894737,Umb=0,60.0
33.0,M,A,2013-02-05,19.2,219.4,,,0.0,60.0,60.0,72.40131578947368,Umb=0,60.0
34.0,F,SA,2013-01-21,20.55,144.2,176.9,338.9,0.0,10.5,10.5,10.5,Umb=0,10.5
34.0,F,SA,2013-06-05,13.0,151.2,,,0.0,10.5,10.5,14.94078947368421,Umb=0,10.5
35.0,F,SA,2012-01-25,11.9,132.6,,,0.0,10.5,10.5,10.5,Umb=0,10.5
35.0,F,SA,2013-09-22,15.966666666666667,143.26666666666668,,,0.0,10.5,10.5,30.43421052631579,Umb=0,10.5
35.0,F,SA,2014-01-19,12.3,140.5,,,0.0,10.5,10.5,34.348684210526315,Umb=0,10.5
35.0,F,SA,2016-06-12,14.7,176.8,,,0.0,10.5,10.5,63.131578947368425,Umb=0,10.5
35.0,F,SA,2016-09-23,13.9,175.8,,,0.0,10.5,10.5,66.51973684210526,Umb=0,10.5
36.0,F,SA,2012-01-25,64.4,192.9,,,0.0,10.5,10.5,10.5,Umb=0,10.5
36.0,F,SA,2013-01-21,12.9,149.9,,,0.0,10.5,10.5,22.407894736842106,Umb=0,10.5
36.0,F,SA,2013-06-05,14.6,156.95,,,0.0,10.5,10.5,26.848684210526315,Umb=0,10.5
36.0,F,SA,2014-01-19,52.9,169.4,,,0.0,10.5,10.5,34.348684210526315,Umb=0,10.5
37.0,F,A,2012-01-25,14.5,175.5,,,0.0,60.0,60.0,60.0,Umb=0,60.0
37.0,F,A,2012-05-20,12.3,181.2,,,0.0,60.0,60.0,63.81578947368421,Umb=0,60.0
37.0,F,A,2013-02-05,12.1,194.8,,,0.0,60.0,60.0,72.40131578947368,Umb=0,60.0
37.0,F,A,2014-10-04,10.3,166.5,,,0.0,60.0,60.0,92.33552631578948,Umb=0,60.0
37.0,F,A,2015-01-19,13.5,150.1,,,0.0,60.0,60.0,95.85526315789474,Umb=0,60.0
38.0,F,SA,2012-01-25,13.3,116.0,,,0.0,10.5,10.5,4.043537092650763,Umb=0,4.043537092650763
38.0,F,SA,2013-09-22,12.6,148.6,,,0.0,10.5,10.5,23.977747618966553,Umb=0,4.043537092650763
38.0,F,SA,2014-02-09,13.4,156.3,,,0.0,10.5,10.5,28.58301077686129,Umb=0,4.043537092650763
38.0,F,SA,2014-05-19,11.7,145.4,,,0.0,10.5,10.5,31.83958972422971,Umb=0,4.043537092650763
38.0,F,SA,2015-01-19,15.75,175.14999999999998,,,0.0,10.5,10.5,39.898800250545506,Umb=0,4.043537092650763
38.0,F,SA,2016-06-12,19.5,139.8,,,0.0,10.5,10.5,56.67511604001919,Umb=0,4.043537092650763
39.0,F,SA,2012-01-25,14.3,147.4,,,0.0,10.5,10.5,18.98104994489895,Umb=0,18.98104994489895
39.0,F,SA,2013-01-21,14.25,154.45,,,0.0,10.5,10.5,30.888944681741055,Umb=0,18.98104994489895
39.0,F,SA,2013-05-18,13.25,155.1,,,0.0,10.5,10.5,34.73762889226737,Umb=0,18.98104994489895
39.0,F,SA,2013-06-05,18.6,181.9,,,0.0,10.5,10.5,35.329734155425264,Umb=0,18.98104994489895
39.0,F,SA,2014-06-04,16.833333333333332,166.1,,,0.0,10.5,10.5,47.303418365951586,Umb=0,18.98104994489895
39.0,F,SA,2014-09-20,13.0,150.1,,,0.0,10.5,10.5,50.85604994489895,Umb=0,18.98104994489895
39.0,F,SA,2016-09-23,15.8,174.7,,,0.0,10.5,10.5,75.00078678700422,Umb=0,18.98104994489895
40.0,M,A,2013-01-21,20.4,212.5,,,0.0,60.0,60.0,61.92446508410825,Umb=0,61.92446508410825
40.0,M,A,2013-09-22,16.0,218.2,,,0.0,60.0,60.0,69.95078087358193,Umb=0,61.92446508410825
40.0,M,A,2014-05-19,48.03333333333333,220.83333333333334,,,0.0,60.0,60.0,77.8126229788451,Umb=0,61.92446508410825
40.0,M,A,2016-01-21,5.2,63.8,,,0.0,60.0,60.0,97.94420192621351,Umb=0,61.92446508410825
40.0,M,A,2016-06-12,17.5,205.6,,,0.0,60.0,60.0,102.64814929463456,Umb=0,61.92446508410825
40.0,M,A,2016-09-23,20.4,220.1,235.9,476.4,0.0,60.0,60.0,106.0363071893714,Umb=0,61.92446508410825
40.0,M,A,2018-10-02,19.2,234.1,,,0.0,60.0,60.0,130.3455177156872,Umb=0,61.92446508410825
41.0,F,C,2012-02-07,12.8,96.85,,,0.0,1.0,1.0,1.0,Umb=0,1.0
42.0,F,C,2012-01-25,12.8,117.9,,,0.0,1.0,1.0,1.0,Umb=0,1.0
42.0,F,C,2012-02-07,13.55,110.8,,,0.0,1.0,1.0,1.4276315789473684,Umb=0,1.0
42.0,F,C,2012-10-09,12.6,142.7,197.5,352.79999999999995,0.0,1.0,1.0,9.486842105263158,Umb=0,1.0
43.0,F,C,2012-02-07,12.95,80.44999999999999,,,0.0,1.0,1.0,1.0,Umb=0,1.0
43.0,F,C,2012-06-15,10.5,105.5,,,0.0,1.0,1.0,5.243421052631579,Umb=0,1.0
43.0,F,C,2012-10-09,11.566666666666668,111.66666666666667,159.53333333333333,282.76666666666665,0.0,1.0,1.0,9.05921052631579,Umb=0,1.0
43.0,F,C,2013-01-21,10.75,120.5,151.5,286.6,0.0,1.0,1.0,12.480263157894738,Umb=0,1.0
44.0,F,A,2012-02-07,62.3,186.3,,,0.0,60.0,60.0,60.0,Umb=0,60.0
44.0,F,A,2013-06-05,13.0,186.4,,,0.0,60.0,60.0,75.92105263157895,Umb=0,60.0
45.0,F,A,2012-02-07,11.7,162.65,,,0.0,60.0,60.0,60.0,Umb=0,60.0
46.0,M,A,2012-01-25,20.1,211.3,,,0.0,60.0,60.0,60.0,Umb=0,60.0
46.0,M,A,2012-02-07,19.6,228.6,,,0.0,60.0,60.0,60.42763157894737,Umb=0,60.0
46.0,M,A,2012-10-09,21.4,219.9,218.7,460.0,0.0,60.0,60.0,68.48684210526315,Umb=0,60.0
