age_diff_mean,age_diff_std,age_diff_min,age_diff_max,aic_free_mean,aic_fixed_mean,aic_improvement_fixed
40.49988128263708,81.7466126184473,-0.0032154834935127496,229.4999883731294,28.281298244227955,33.07899859707866,-4.797700352850704
