overall_baseline_model,overall_baseline_aic,overall_baseline_params,overall_optiona_model,overall_optiona_params,overall_optiona_n_animals,overall_optionb_model,overall_optionb_aic,overall_optionb_params,M_baseline_model,M_baseline_aic,M_baseline_params,M_optiona_model,M_optiona_params,M_optiona_n_animals,M_optionb_model,M_optionb_aic,M_optionb_params,F_baseline_model,F_baseline_aic,F_baseline_params,F_optiona_model,F_optiona_params,F_optiona_n_animals,F_optionb_model,F_optionb_aic,F_optionb_params
gompertz,13043.898143425806,"{'A': np.float64(430.1156017568586), 'k': np.float64(0.0523606961513401), 't0': np.float64(-11.661979141525572)}",gompertz_fixed_y0,"{'A': np.float64(425.8201588871644), 'k': np.float64(0.07907654813890953), 'y0': np.float64(180.00355954335632)}",55,gompertz,13043.898143425806,"{'A': np.float64(430.1156017568586), 'k': np.float64(0.0523606961513401), 't0': np.float64(-11.661979141525572)}",gompertz,4635.4162882056835,"{'A': np.float64(482.22023015729724), 'k': np.float64(0.03735625835052946), 't0': np.float64(-12.144526255794814)}",gompertz_fixed_y0,"{'A': np.float64(511.2609532737591), 'k': np.float64(0.06380412340709127), 'y0': np.float64(180.00136464317825)}",10,gompertz,4635.4162882056835,"{'A': np.float64(482.22023015729724), 'k': np.float64(0.03735625835052946), 't0': np.float64(-12.144526255794814)}",gompertz,7623.437030125732,"{'A': np.float64(413.16073134104613), 'k': np.float64(0.052929399328368425), 't0': np.float64(-14.31965244320717)}",gompertz_fixed_y0,"{'A': np.float64(417.1307146413685), 'k': np.float64(0.07907654813890953), 'y0': np.float64(180.00485762508376)}",45,gompertz,7623.437030125732,"{'A': np.float64(413.16073134104613), 'k': np.float64(0.052929399328368425), 't0': np.float64(-14.31965244320717)}"
