file,AID,MinAge,Sex,VTB_Umb,survey index,SurveyDate(M/D/Y),avg TOO_TOHcm,SD TOO_TOHcm,# TOO_TOH,avg TOO_NIcm,SD TOO_NIcm,avg TOH_NIcm,SD TOH_NIcm,# TOH_NI,avg NI_FBHcm,SD NI_FBHcm,# NI_FBH,avg TOO_FBHcm,SD TOO_FBHcm,avg TOH_FBHcm,SD TOH_FBHcm,,,,,
2012Oct.IMG_7662.JPG,378,C,F,,3.2,10/9/2012,10.5,4.2,5,113.6,3.1,105.1,5.0,5,,,,,,,,,,,,
2012Oct.IMG_7667.JPG,378,C,F,,3.2,10/9/2012,10.8,2.9,4,121.3,3.1,113.3,2.7,4,,,,282.8,4.6,273.5,6.1,,,,,
2012Oct.IMG_7671.JPG,378,C,F,,3.2,10/9/2012,13.6,2.7,3,136.4,3.6,127.7,4.5,3,,,,304.6,2.1,291.7,6.0,,,,,
2014JanIMG_9617.JPG,378,C,F,,7.1,1/19/2014,11.7,1.1,3,123.2,2.9,113.2,1.2,3,,,,,,,,,,,,
2014JanIMG_9618.JPG,378,C,F,,7.1,1/19/2014,11.9,3.6,5,157.1,2.6,147.0,5.5,5,180.7,5.1,5,336.4,3.0,326.2,3.1,,,,,
2014May_IMG_2552.JPG,378,C,F,,8.1,5/19/2014,10.4,1.4,5,144.6,1.5,137.5,0.9,5,,,,,,,,,,,,
2014May_IMG_2875.JPG,378,C,F,,8.1,5/19/2014,11.0,1.1,4,155.7,2.9,150.3,0.3,4,,,,,,,,,,,,
2015Jan_IMG_8777.JPG,378,C,F,,10.1,1/19/2015,14.7,2.4,3,163.9,5.3,150.0,4.9,3,,,,,,,,,,,,
2015Feb_IMG_0414.JPG,378,C,F,,10.2,2/6/2015,13.4,4.0,5,133.1,3.5,121.6,3.4,5,,,,,,,,,,,,
2016Jun_383A2056.JPG,378,C,F,,14.2,6/12/2016,12.0,1.6,5,182.0,3.9,170.4,4.1,5,,,,,,,,,,,,
2017May_383A9551.JPG,378,C,F,,17.1,5/26/2017,10.9,1.6,3,167.3,5.3,162.4,3.6,3,,,,,,,,,,,,
2017Oct_383A3095.JPG,378,C,F,,18.2,10/5/2017,13.8,3.8,4,195.1,8.7,189.4,6.1,4,,,,,,,,,,,,
2018Jan_383A5443.JPG,378,C,F,,19.1,1/24/2018,10.8,0.8,3,184.5,3.4,176.4,4.8,3,,,,364.8,2.0,354.6,1.5,,,,,
2018June_9335.JPG,378,C,F,,20.2,6/6/2018,14.0,4.1,5,191.3,1.6,180.8,4.6,5,,,,,,,,,,,,
2018Sep_0581.JPG,378,C,F,,21.1,9/25/2018,10.9,4.5,5,184.2,7.3,175.6,8.1,5,,,,,,,,,,,,
2012Jan.IMG_8414.JPG,379,C,M,,1.1,1/25/2012,10.5,1.8,4,94.4,30.6,70.5,40.4,4,,,,,,,,,,,,
2012Jan.IMG_8416.JPG,379,C,M,,1.1,1/25/2012,15.1,1.8,4,93.7,12.2,85.5,18.8,4,,,,,,,,,,,,
2012May.IMG_3138.JPG,379,C,M,,2.1,5/20/2012,10.5,1.5,4,126.4,1.0,116.5,2.3,4,,,,,,,,,,,,
2013Jun.IMG_4461.JPG,379,C,M,,5.2,6/5/2013,11.9,3.2,3,150.2,5.7,143.2,0.7,3,,,,,,,,,,,,
2013Jun.IMG_4462.JPG,379,C,M,,5.2,6/5/2013,12.0,2.5,5,145.8,1.7,136.5,1.3,5,,,,,,,,,,,,
2013Jun.IMG_4467.JPG,379,C,M,,5.2,6/5/2013,14.7,1.5,4,150.3,0.5,135.7,1.7,4,,,,,,,,,,,,
2014Sept_IMG_5995.JPG,379,C,M,,9.1,9/20/2014,18.1,1.9,4,173.3,0.6,161.6,5.2,4,,,,,,,,,,,,
2015Feb_IMG_0453.JPG,379,C,M,,10.2,2/6/2015,17.0,4.4,5,164.2,1.7,154.6,4.9,5,214.8,2.1,5,371.6,3.5,359.0,3.1,,,,,
2016May_383A0369.JPG,379,C,M,,14.1,5/14/2016,19.7,1.3,4,190.5,3.2,175.6,8.8,4,,,,,,,,,,,,
2017Jun_383A9992.JPG,379,C,M,,17.2,6/4/2017,20.7,3.6,4,209.8,2.3,194.7,4.5,4,,,,407.0,1.1,389.2,2.1,,,,,
2012Jan.IMG_8245.JPG,380,C,M,,1.1,1/25/2012,9.8,0.9,6,109.4,3.4,100.3,3.3,6,,,,,,,,,,,,
2013Feb.IMG_0220.JPG,380,C,M,,4.2,2/5/2013,25.9,24.1,3,142.5,14.6,138.5,10.8,3,,,,316.6,21.3,318.8,4.0,,,,,
2013May.IMG_2271.JPG,380,C,M,,5.1,5/18/2013,,,,,,133.1,1.2,5,,,,,,,,,,,,
2012Jan.IMG_8235.JPG,381,A,F,,1.1,1/25/2012,12.7,2.5,5,177.7,73.3,167.1,72.3,5,,,,346.0,7.4,337.2,3.6,,,,,
2013Feb.IMG_0237.JPG,381,A,F,,4.2,2/5/2013,13.1,3.4,3,208.9,11.3,197.2,10.2,3,,,,,,,,,,,,
2013May.IMG_2110.JPG,381,A,F,,5.1,5/18/2013,13.8,2.6,5,183.4,3.0,174.6,4.0,5,,,,,,,,,,,,
2014JanIMG_9611.JPG,381,A,F,,7.1,1/19/2014,10.4,2.4,4,186.7,2.2,176.8,2.1,4,,,,373.7,2.8,364.5,5.2,,,,,
2014FebIMG_1654.JPG,381,A,F,,7.2,2/9/2014,13.5,2.1,3,186.4,1.9,176.1,2.0,3,,,,,,,,,,,,
2015Jun_383A2525.JPG,381,A,F,,11.2,6/3/2015,12.1,2.6,4,197.1,2.9,186.9,5.5,4,,,,,,,,,,,,
2016Jan_383A7576.JPG,381,A,F,,13.1,1/21/2016,16.0,7.3,3,145.3,90.2,174.9,10.1,3,,,,,,,,,,,,
2016Sep_383A4224.JPG,381,A,F,,15.1,9/23/2016,12.0,2.6,5,180.3,2.6,174.5,10.8,5,170.6,11.3,3,303.0,27.3,296.0,23.1,,,,,
2017Jan_383A6516.JPG,381,A,F,,16.1,1/22/2017,12.6,2.5,5,181.4,3.0,174.2,4.6,5,211.2,2.8,5,386.8,2.6,378.3,5.6,,,,,
2018May_8002.JPG,381,A,F,,20.1,5/22/2018,13.6,5.2,4,199.8,1.5,190.3,2.6,4,,,,,,,,,,,,
2012Jan.IMG_8219.JPG,383,A,F,,1.1,1/25/2012,12.0,1.4,3,181.3,4.8,174.7,3.7,3,,,,,,,,,,,,
2012Jun.IMG_4224.JPG,383,A,F,,2.2,6/15/2012,13.4,1.0,3,191.1,4.1,177.7,4.2,3,,,,,,,,,,,,
2018June_9332.JPG,384,SA,F,,20.2,6/6/2018,12.4,3.3,5,181.4,8.2,172.3,8.2,5,,,,,,,,,,,,
2013oct.IMG_6958.JPG,385,A,F,,6.2,10/5/2013,13.5,2.0,3,187.2,7.4,177.2,10.8,3,,,,,,,,,,,,
2015Jan_IMG_8686.JPG,385,A,F,,10.1,1/19/2015,14.2,0.7,4,169.1,5.7,155.5,4.9,4,,,,,,,,,,,,
2015Jan_IMG_8687.JPG,385,A,F,,10.1,1/19/2015,15.7,8.0,5,196.6,8.5,182.4,7.2,5,,,,,,,,,,,,
2015May_383A0061.JPG,385,A,F,,11.1,5/21/2015,15.0,1.2,3,202.3,1.2,187.9,1.6,3,,,,,,,,,,,,
2016Jan_383A7882.JPG,385,A,F,,13.1,1/21/2016,14.4,3.5,5,203.2,5.2,191.9,7.7,5,,,,,,,,,,,,
2016Jun_383A2772.JPG,385,A,F,,14.2,6/12/2016,16.8,4.2,5,191.6,4.2,182.9,4.0,5,,,,379.9,12.9,371.6,0.1,,,,,
2016Sep_383A4250.JPG,385,A,F,,15.1,9/23/2016,18.6,6.0,3,212.7,9.7,207.6,3.3,3,,,,432.3,4.4,422.6,5.5,,,,,
2017Oct_383A2765.JPG,385,A,F,,18.2,10/5/2017,13.4,2.8,5,201.6,2.3,188.5,4.0,5,207.8,2.1,5,381.7,2.9,368.8,3.0,,,,,
2012Jan.IMG_8430.JPG,386,A,F,,1.1,1/25/2012,14.0,6.4,3,135.2,74.3,129.2,76.6,3,,,,,,,,,,,,
2012FEB.IMG_9441.JPG,386,A,F,,1.2,2/7/2012,27.6,27.1,4,179.6,8.6,178.4,16.6,4,,,,,,,,,,,,
2012May.IMG_2893.JPG,386,A,F,,2.1,5/20/2012,11.2,2.1,3,170.0,6.5,162.8,5.5,3,,,,,,,,,,,,
2012May.IMG_2908.JPG,386,A,F,,2.1,5/20/2012,14.7,3.7,3,181.2,6.0,174.4,2.5,3,,,,,,,,,,,,
2013Feb.IMG_0339.JPG,386,A,F,,4.2,2/5/2013,12.2,4.0,4,171.4,31.5,157.2,32.8,4,,,,304.1,57.0,296.0,56.7,,,,,
2013Feb.IMG_0358.JPG,386,A,F,,4.2,2/5/2013,13.8,4.6,4,173.9,2.6,166.1,4.2,4,,,,,,,,,,,,
2015Jan_IMG_8700.JPG,386,A,F,,10.1,1/19/2015,13.9,1.0,4,192.9,32.7,164.7,2.2,4,,,,,,,,,,,,
2017Feb_383A8236.JPG,386,A,F,,16.2,2/11/2017,11.5,0.8,3,198.9,1.6,190.1,1.0,3,,,,397.9,1.1,388.8,0.9,,,,,
2017May_383A9536.JPG,386,A,F,,17.1,5/26/2017,15.1,7.0,5,185.4,3.5,171.5,10.2,5,,,,360.4,0.5,339.0,7.0,,,,,
2018Jan_383A5534.JPG,386,A,F,,19.1,1/24/2018,15.4,5.4,3,203.3,2.8,189.4,4.2,3,,,,394.9,6.5,378.4,0.3,,,,,
2012Jan.IMG_8232.JPG,387,A,F,,1.1,1/25/2012,14.4,4.6,5,195.6,2.2,190.6,8.2,5,,,,,,,,,,,,
2012Oct.IMG_7332.JPG,387,A,F,,3.2,10/9/2012,14.8,3.5,3,142.7,1.5,138.2,3.8,3,,,,,,,,,,,,
2013oct.IMG_6962.JPG,387,A,F,,6.2,10/5/2013,13.5,5.6,3,199.6,6.1,188.4,13.3,3,,,,,,,,,,,,
2014JanIMG_9622.JPG,387,A,F,,7.1,1/19/2014,15.7,7.8,4,195.5,4.1,188.0,5.0,4,,,,392.8,16.7,381.3,22.4,,,,,
2015Jan_IMG_8757.JPG,387,A,F,,10.1,1/19/2015,11.0,1.6,5,187.9,6.9,177.9,8.3,5,200.9,4.4,3,380.6,1.9,371.2,1.0,,,,,
2015May_383A0576.JPG,387,A,F,,11.1,5/21/2015,11.8,1.2,4,199.4,1.9,190.1,5.3,4,,,,,,,,,,,,
2015Jun_383A2488.JPG,387,A,F,,11.2,6/3/2015,11.8,1.4,5,199.8,4.3,189.1,3.9,5,,,,,,,,,,,,
2017Sep_383A1556.JPG,387,A,F,,18.1,9/19/2017,10.7,2.8,6,197.3,1.9,192.7,9.4,6,214.5,2.6,6,410.8,1.1,406.6,7.7,,,,,
2018Feb_383A7164.JPG,387,A,F,,19.2,2/3/2018,11.1,0.4,5,203.9,2.0,196.5,2.1,5,,,,,,,,,,,,
2018June_9433.JPG,387,A,F,,20.2,6/6/2018,12.8,3.0,3,187.6,21.0,177.7,23.9,3,,,,,,,,,,,,
2013Jan.IMG_8484.JPG,388,A,F,,4.1,1/21/2013,24.0,17.3,5,193.1,6.9,180.2,5.4,5,,,,372.0,34.5,357.5,31.6,,,,,
2013Jan.IMG_8486.JPG,388,A,F,,4.1,1/21/2013,13.8,4.6,5,201.5,3.2,189.3,2.1,5,197.1,10.5,3,379.0,6.6,364.8,11.3,,,,,
2013Jan.IMG_8643.JPG,388,A,F,,4.1,1/21/2013,13.0,5.3,4,177.1,7.2,177.6,7.7,3,,,,,,,,,,,,
2013Jun.IMG_4498.JPG,388,A,F,,5.2,6/5/2013,11.6,2.7,4,185.3,4.1,176.9,2.9,4,,,,,,,,,,,,
2013oct.IMG_7034.JPG,388,A,F,,6.2,10/5/2013,12.5,1.2,4,192.2,1.7,180.8,0.4,4,213.9,4.5,4,389.4,12.0,377.5,11.1,,,,,
2015May_383A0119.JPG,388,A,F,,11.1,5/21/2015,13.7,4.3,5,199.7,2.0,189.6,5.9,5,,,,,,,,,,,,
2015Sep_383A2396.JPG,388,A,F,,12.1,9/14/2015,11.5,2.4,3,192.3,1.7,182.0,1.6,3,,,,,,,,,,,,
2016Jan_383A7879.JPG,388,A,F,,13.1,1/21/2016,10.1,1.8,4,182.3,4.3,175.2,5.7,3,,,,,,,,,,,,
2017Jan_383A6554.JPG,388,A,F,,16.1,1/22/2017,9.7,0.2,3,183.7,3.0,179.3,2.9,3,,,,386.8,0.3,381.6,0.7,,,,,
2017Feb_383A8269.JPG,388,A,F,,16.2,2/11/2017,14.3,6.9,3,185.5,3.6,178.9,2.3,3,,,,395.8,3.5,386.1,4.0,,,,,
2017Sep_383A1843.JPG,388,A,F,,18.1,9/19/2017,13.0,6.9,4,188.1,5.2,179.6,11.5,4,,,,,,,,,,,,
2018June_9339.JPG,388,A,F,,20.2,6/6/2018,10.2,1.0,3,182.8,9.7,175.6,8.3,3,,,,,,,,,,,,
2012FEB.IMG_9767.JPG,389,SA,F,,1.2,2/7/2012,15.1,4.4,4,187.7,13.8,175.6,20.2,4,,,,,,,,,,,,
2012Oct.IMG_7167.JPG,389,SA,F,,3.2,10/9/2012,14.2,2.1,3,174.3,7.2,167.7,4.9,3,207.6,3.0,3,367.3,3.2,357.2,3.2,,,,,
2013sep.IMG_6371.JPG,389,SA,F,,6.1,9/22/2013,14.2,1.4,5,181.5,5.3,170.6,5.1,5,,,,,,,,,,,,
2013sep.IMG_6374.JPG,389,SA,F,,6.1,9/22/2013,16.1,2.4,3,185.0,1.9,175.7,3.7,3,,,,343.1,0.4,330.2,1.8,,,,,
2016May_383A0208.JPG,389,SA,F,,14.1,5/14/2016,15.6,4.5,5,196.3,5.5,182.5,8.8,5,,,,,,,,,,,,
2016Jun_383A1721.JPG,389,SA,F,,14.2,6/12/2016,14.1,1.0,4,191.7,0.8,178.4,1.0,4,,,,,,,,,,,,
2017Jan_383A6050.JPG,389,SA,F,,16.1,1/22/2017,14.8,3.8,5,199.5,1.5,186.1,4.0,5,,,,,,,,,,,,
2012FEB.IMG_9447.JPG,390,A,F,,1.2,2/7/2012,11.0,2.5,4,162.9,2.8,158.8,6.2,4,,,,,,,,,,,,
2012Jun.IMG_4230.JPG,390,A,F,,2.2,6/15/2012,17.1,2.0,3,152.8,3.6,145.0,6.4,3,,,,,,,,,,,,
2012Sep.IMG_5751.JPG,390,A,F,,3.1,9/24/2012,12.1,2.1,3,170.0,9.7,162.1,9.6,3,,,,,,,,,,,,
2013Feb.IMG_0062.JPG,390,A,F,,4.2,2/5/2013,10.5,0.9,3,136.2,8.2,104.5,54.5,4,,,,,,,,,,,,
2013Feb.IMG_0087.JPG,390,A,F,,4.2,2/5/2013,11.7,5.5,4,157.2,1.0,150.4,4.2,4,,,,,,,,,,,,
2013sep.IMG_5515.JPG,390,A,F,,6.1,9/22/2013,11.6,0.6,3,164.0,2.2,152.5,1.6,3,,,,,,,,,,,,
2013sep.IMG_5574.JPG,390,A,F,,6.1,9/22/2013,11.7,1.4,4,183.6,8.7,174.9,4.9,4,,,,,,,,,,,,
2014JanIMG_9636.JPG,390,A,F,,7.1,1/19/2014,10.8,3.6,3,153.5,5.0,148.3,8.3,3,,,,,,,,,,,,
2014May_IMG_2528.JPG,390,A,F,,8.1,5/19/2014,13.0,1.3,4,190.4,3.5,181.6,2.3,4,,,,,,,,,,,,
2012Jan.IMG_8378.JPG,391,SA,F,,1.1,1/25/2012,9.8,1.0,3,130.4,3.6,122.1,2.0,3,,,,,,,,,,,,
2012Jun.IMG_4291.JPG,391,SA,F,,2.2,6/15/2012,12.6,2.8,5,167.2,46.0,157.0,47.8,5,,,,,,,,,,,,
2012Jun.IMG_4292.JPG,391,SA,F,,2.2,6/15/2012,12.6,3.2,8,148.3,2.3,140.3,3.1,8,,,,259.9,3.6,250.9,2.2,,,,,
2012Sep.IMG_5841.JPG,391,SA,F,,3.1,9/24/2012,11.9,4.2,3,137.4,2.6,132.7,4.4,3,185.4,3.3,3,304.4,1.1,296.0,1.8,,,,,
2012Oct.IMG_7411.JPG,391,SA,F,,3.2,10/9/2012,11.6,0.9,8,131.8,3.6,127.8,4.6,8,,,,,,,,,,,,
2013May.IMG_2108.JPG,391,SA,F,,5.1,5/18/2013,14.5,1.1,4,159.3,1.9,146.7,4.3,4,,,,348.7,9.5,335.3,8.1,,,,,
2013Jun.IMG_4590.JPG,391,SA,F,,5.2,6/5/2013,10.8,2.1,5,153.9,6.1,146.3,4.5,5,,,,,,,,,,,,
2014May_IMG_2716.JPG,391,SA,F,,8.1,5/19/2014,13.0,0.2,4,162.1,4.5,155.0,1.1,4,,,,,,,,,,,,
2016May_383A0694.JPG,391,SA,F,,14.1,5/14/2016,13.4,2.6,4,176.8,2.2,166.9,1.7,4,,,,,,,,,,,,
2018June_9606.JPG,391,SA,F,,20.2,6/6/2018,14.2,2.5,5,167.7,1.2,158.7,5.0,5,,,,,,,,,,,,
2012Jun.IMG_4277.JPG,392,A,F,,2.2,6/15/2012,17.3,4.4,9,195.8,1.8,185.4,8.2,9,,,,,,,,,,,,
2012Oct.IMG_7341.JPG,392,A,F,,3.2,10/9/2012,13.2,3.5,4,171.7,7.0,161.2,3.2,4,225.0,2.7,4,392.1,4.1,380.8,2.0,,,,,
2012Oct.IMG_7342.JPG,392,A,F,,3.2,10/9/2012,12.1,2.6,6,183.0,2.3,174.9,3.3,6,223.2,1.4,4,401.6,1.3,392.0,2.8,,,,,
2014JanIMG_9592.JPG,392,A,F,,7.1,1/19/2014,17.4,6.8,4,169.9,10.4,171.1,4.6,4,,,,360.4,14.4,364.0,4.5,,,,,
2014Oct_IMG_7748.JPG,392,A,F,,9.2,10/4/2014,12.3,0.9,3,183.3,0.4,176.9,0.2,3,,,,,,,,,,,,
2016Jan_383A7465.JPG,392,A,F,,13.1,1/21/2016,19.2,2.4,3,198.6,9.5,188.2,1.2,4,,,,,,,,,,,,
2016Jan_383A7610.JPG,392,A,F,,13.1,1/21/2016,10.6,1.2,3,144.8,2.5,134.6,2.0,3,,,,,,,,,,,,
2016Jan_383A7611.JPG,392,A,F,,13.1,1/21/2016,11.2,1.9,4,126.5,2.7,123.2,0.6,4,,,,,,,,,,,,
2016Jun_383A2594.JPG,392,A,F,,14.2,6/12/2016,16.8,11.2,5,135.7,57.5,125.2,56.1,5,,,,,,,,,,,,
2016Jun_383A2596.JPG,392,A,F,,14.2,6/12/2016,13.7,1.0,3,191.2,2.0,182.1,5.2,4,,,,,,,,,,,,
2016Sep_383A4282.JPG,392,A,F,,15.1,9/23/2016,14.2,4.0,4,151.0,3.1,140.5,2.9,4,,,,,,,,,,,,
2013May.IMG_2344.JPG,393,SA,M,,5.1,5/18/2013,16.1,3.1,3,170.6,1.5,154.8,2.9,3,,,,,,,,,,,,
2015Feb_IMG_0574.JPG,393,SA,M,,10.2,2/6/2015,19.9,3.9,5,198.4,4.9,178.8,7.8,5,,,,,,,,,,,,
2015Feb_IMG_0579.JPG,393,SA,M,,10.2,2/6/2015,48.7,67.7,5,205.7,3.9,191.0,1.9,4,,,,,,,,,,,,
2015Jun_383A2548.JPG,393,SA,M,,11.2,6/3/2015,21.9,1.6,3,204.5,1.1,188.0,6.5,3,,,,,,,,,,,,
2017Jun_383A0344.JPG,393,SA,M,,17.2,6/4/2017,15.8,3.2,5,180.9,71.5,167.8,72.6,5,,,,,,,,,,,,
2018Sep_0961.JPG,393,SA,M,,21.1,9/25/2018,23.5,6.5,5,226.1,4.7,218.9,9.8,5,,,,,,,,,,,,
2012FEB.IMG_9459.JPG,394,A,F,,1.2,2/7/2012,12.9,8.1,3,155.4,3.4,151.9,3.9,3,,,,,,,,,,,,
2012Jun.IMG_4351.JPG,394,A,F,,2.2,6/15/2012,8.9,1.5,5,186.7,1.3,179.7,2.7,5,,,,,,,,,,,,
2013Jun.IMG_4618.JPG,395,A,F,,5.2,6/5/2013,12.3,0.7,4,183.3,6.3,174.6,3.2,4,,,,,,,,,,,,
2014May_IMG_2640.JPG,395,A,F,,8.1,5/19/2014,12.2,0.6,3,196.7,1.9,185.2,1.8,3,,,,,,,,,,,,
2015Jan_IMG_8904.JPG,395,A,F,,10.1,1/19/2015,10.9,1.5,3,147.5,0.9,136.7,2.2,3,,,,,,,,,,,,
2015oct_383A4333.JPG,395,A,F,,12.2,10/27/2015,13.9,5.3,3,152.1,6.4,146.2,5.8,3,201.1,6.2,3,288.3,6.1,278.8,5.2,,,,,
2016Jan_383A7491.JPG,395,A,F,,13.1,1/21/2016,11.1,2.4,4,202.4,3.7,193.9,1.2,4,214.9,6.4,4,405.8,4.3,396.1,5.7,,,,,
2013Jun.IMG_4425.JPG,396,A,F,,5.2,6/5/2013,11.7,0.2,3,201.0,5.7,192.3,6.0,3,,,,,,,,,,,,
2014_Jun_IMG_5004.JPG,396,A,F,,8.2,6/4/2014,13.1,1.5,5,196.0,3.1,187.4,2.1,5,,,,,,,,,,,,
2015Jan_IMG_8730.JPG,396,A,F,,10.1,1/19/2015,9.7,0.8,4,179.9,3.0,174.5,1.1,4,,,,,,,,,,,,
2012FEB.IMG_9462.JPG,397,SA,M,,1.2,2/7/2012,17.2,2.2,3,203.6,2.9,191.0,1.4,3,,,,427.8,7.5,416.2,12.0,,,,,
2014FebIMG_1350.JPG,397,SA,M,,7.2,2/9/2014,15.2,0.2,3,208.2,2.7,196.5,0.5,3,,,,,,,,,,,,
2014May_IMG_2633.JPG,397,SA,M,,8.1,5/19/2014,17.8,1.7,5,193.5,1.6,184.8,4.0,5,,,,,,,,,,,,
2014May_IMG_2634.JPG,397,SA,M,,8.1,5/19/2014,27.0,9.2,5,200.5,8.7,192.5,6.0,5,,,,,,,,,,,,
2014Oct_IMG_7922.JPG,397,SA,M,,9.2,10/4/2014,19.5,4.5,3,223.9,3.8,205.7,1.0,3,,,,,,,,,,,,
2017Jan_383A6684.JPG,397,SA,M,,16.1,1/22/2017,24.9,11.3,4,227.8,7.8,211.7,6.1,4,,,,,,,,,,,,
2012Jan.IMG_8216.JPG,398,A,F,,1.1,1/25/2012,17.5,2.7,3,179.5,4.6,173.2,14.5,4,,,,,,,,,,,,
2012Oct.IMG_7143.JPG,398,A,F,,3.2,10/9/2012,16.4,2.0,4,184.6,9.0,175.6,3.7,4,,,,,,,,,,,,
2013Jan.IMG_8702.JPG,398,A,F,,4.1,1/21/2013,13.9,3.8,4,204.7,3.4,192.8,5.1,4,,,,,,,,,,,,
2013May.IMG_2082.JPG,398,A,F,,5.1,5/18/2013,14.0,2.9,5,197.8,6.7,189.2,5.4,5,,,,382.6,14.0,373.9,15.0,,,,,
2014FebIMG_1075.JPG,398,A,F,,7.2,2/9/2014,11.4,1.3,3,205.2,3.6,196.0,2.6,3,,,,,,,,,,,,
2014FebIMG_1150.JPG,398,A,F,,7.2,2/9/2014,14.7,3.4,3,157.6,74.2,187.2,3.3,3,,,,,,,,,,,,
2014Sept_IMG_6196.JPG,398,A,F,,9.1,9/20/2014,12.2,3.6,4,180.2,1.2,168.3,5.1,4,,,,,,,,,,,,
2015Jan_IMG_8978.JPG,398,A,F,,10.1,1/19/2015,11.4,0.3,5,193.8,4.8,186.6,3.3,5,,,,,,,,,,,,
2015Jun_383A2969.JPG,398,A,F,,11.2,6/3/2015,11.7,3.4,5,196.4,2.8,188.2,4.4,5,,,,,,,,,,,,
2016Jan_383A7971.JPG,398,A,F,,13.1,1/21/2016,,,,,,,,,,,,,,,,,,,,
2016Feb_383A9385.JPG,398,A,F,,13.2,2/4/2016,13.1,2.1,3,193.6,1.5,182.9,1.4,3,,,,,,,,,,,,
2012Jan.IMG_8329.JPG,399,A,F,,1.1,1/25/2012,10.8,0.8,4,185.0,2.8,178.5,1.2,4,205.6,5.3,3,387.4,4.8,379.8,4.7,,,,,
2013Jun.IMG_4623.JPG,399,A,F,,5.2,6/5/2013,18.1,9.5,3,185.1,11.7,181.0,6.0,3,,,,,,,,,,,,
2014FebIMG_1674.JPG,399,A,F,,7.2,2/9/2014,14.2,3.2,4,188.5,2.3,183.0,3.4,4,,,,,,,,,,,,
2016May_383A0602.JPG,399,A,F,,14.1,5/14/2016,9.0,6.0,4,185.5,1.8,180.6,0.5,4,198.2,3.8,4,383.5,3.3,378.4,3.7,,,,,
2016Oct_383A5057.JPG,399,A,F,,15.2,10/4/2016,13.9,4.2,3,165.2,2.6,158.1,1.8,3,,,,,,,,,,,,
2017May_383A9696.JPG,399,A,F,,17.1,5/26/2017,9.6,1.4,3,192.2,5.5,185.2,5.2,4,,,,,,,,,,,,
2018Sep_0629.JPG,399,A,F,,21.1,9/25/2018,12.9,4.5,4,195.8,2.1,188.0,5.0,4,,,,,,,,,,,,
2012FEB.IMG_9465.JPG,400,SA,F,,1.2,2/7/2012,13.7,2.8,4,152.0,1.1,141.2,2.6,4,,,,,,,,,,,,
2012Jun.IMG_4357.JPG,400,SA,F,,2.2,6/15/2012,14.4,1.1,4,161.2,6.8,151.0,1.3,4,,,,,,,,,,,,
2012Oct.IMG_7394.JPG,400,SA,F,,3.2,10/9/2012,29.8,40.5,6,172.7,27.1,151.0,4.5,6,,,,,,,,,,,,
2013Jan.IMG_8733.JPG,400,SA,F,,4.1,1/21/2013,11.3,9.0,3,152.8,13.4,150.2,9.2,3,,,,,,,,,,,,
2013Feb.IMG_0158.JPG,400,SA,F,,4.2,2/5/2013,11.8,3.8,5,134.2,37.5,128.5,36.8,5,,,,,,,,,,,,
2014Sept_IMG_5769.JPG,400,SA,F,,9.1,9/20/2014,12.4,1.5,5,165.2,2.2,155.1,1.2,5,,,,,,,,,,,,
2014Sept_IMG_5787.JPG,400,SA,F,,9.1,9/20/2014,18.3,4.4,4,175.2,5.0,163.6,5.0,4,,,,,,,,,,,,
2014Oct_IMG_7694.JPG,400,SA,F,,9.2,10/4/2014,10.5,2.8,3,122.5,69.2,115.2,68.1,3,,,,,,,,,,,,
2015Jan_IMG_8786.JPG,400,SA,F,,10.1,1/19/2015,12.5,1.2,5,171.0,1.8,160.0,1.6,5,,,,,,,,,,,,
2015May_383A0823.JPG,400,SA,F,,11.1,5/21/2015,16.9,11.4,6,181.1,2.9,168.7,3.1,5,,,,,,,,,,,,
2012Jan.IMG_8351.JPG,401,A,F,,1.1,1/25/2012,16.4,4.5,3,150.3,4.4,134.1,9.8,3,,,,,,,,,,,,
2012FEB.IMG_9467.JPG,401,A,F,,1.2,2/7/2012,14.5,4.8,5,173.2,3.5,160.5,5.9,5,,,,,,,,,,,,
2013Jan.IMG_8711.JPG,401,A,F,,4.1,1/21/2013,14.3,1.0,5,174.6,22.0,162.2,18.9,5,,,,378.6,3.6,365.0,5.5,,,,,
2012Jan.IMG_8360.JPG,402,A,F,,1.1,1/25/2012,13.5,2.4,7,168.5,3.8,166.8,7.5,8,,,,,,,,,,,,
2013Jun.IMG_4568.JPG,402,A,F,,5.2,6/5/2013,18.2,16.2,5,186.6,7.7,175.5,7.0,5,,,,,,,,,,,,
2014JanIMG_9603.JPG,402,A,F,,7.1,1/19/2014,10.6,1.8,3,171.9,0.9,161.4,1.0,3,,,,,,,,,,,,
2015Jan_IMG_8771.JPG,402,A,F,,10.1,1/19/2015,12.6,1.1,5,189.6,1.8,179.6,4.0,5,,,,,,,,,,,,
2015Jan_IMG_8804.JPG,402,A,F,,10.1,1/19/2015,14.9,4.2,4,188.5,0.8,174.6,3.2,4,,,,,,,,,,,,
2015May_383A0723.JPG,402,A,F,,11.1,5/21/2015,46.0,73.9,5,175.5,2.3,164.4,2.7,4,,,,,,,,,,,,
2015May_383A0730.JPG,402,A,F,,11.1,5/21/2015,13.8,1.3,3,122.6,2.0,116.1,9.4,3,,,,,,,,,,,,
